交易類型,行政區,交易日期,地址,建物型態,移轉層次,總樓層,房型,總坪數,成交總價(萬),車位總價(萬),每坪單價(萬),含車位,車位類別,成交建案名稱,備註
買賣(含新成屋/中古),小港區,2023-01-17,高雄市小港區松園六路１０９號六樓,住宅大樓(11層含以上有電梯),六層,十七層,3房1廳2衛,43.04,1254.0,160.0,25.42,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),小港區,2023-01-11,高雄市小港區松園六路８１號七樓,住宅大樓(11層含以上有電梯),七層,十七層,2房1廳2衛,35.03,1046.0,180.0,24.72,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-12-26,高雄市苓雅區光華一路１０８號四樓之２,住宅大樓(11層含以上有電梯),四層,十五層,2房2廳2衛,31.94,1100.0,150.0,29.74,是,升降平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-11-21,高雄市苓雅區光華一路１０８號十樓之１,住宅大樓(11層含以上有電梯),十層,十五層,3房2廳2衛,53.91,2050.0,170.0,34.87,是,升降平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-11-03,高雄市苓雅區光華一路１０８號九樓之３,住宅大樓(11層含以上有電梯),九層,十五層,3房2廳2衛,41.79,1566.0,165.0,33.52,是,升降平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-11-12,高雄市苓雅區光華一路１０８號八樓之６,住宅大樓(11層含以上有電梯),八層,十五層,2房2廳2衛,40.07,1345.0,140.0,30.07,是,升降平面,,親友、員工、共有人或其他特殊關係間之交易；預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-10-18,高雄市苓雅區光華一路１０８號十一樓之２,住宅大樓(11層含以上有電梯),十一層,十五層,2房2廳2衛,32.58,1200.0,165.0,31.77,是,升降平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-10-20,高雄市苓雅區光華一路１０８號十三樓之５,住宅大樓(11層含以上有電梯),十三層,十五層,4房2廳3衛,70.8,2600.0,190.0,34.04,是,升降平面,,114.12.19轉讓預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-10-16,高雄市苓雅區光華一路１０８號十樓之２,住宅大樓(11層含以上有電梯),十層,十五層,2房2廳2衛,31.94,1195.0,170.0,32.09,是,升降平面,,114.09.03轉讓預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-10-20,高雄市苓雅區光華一路１０８號七樓之５,住宅大樓(11層含以上有電梯),七層,十五層,2房2廳2衛,36.36,1208.0,140.0,29.37,是,升降平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-09-13,高雄市鹽埕區公園二路１８５號十二樓之５,住宅大樓(11層含以上有電梯),十二層,十五層,3房2廳2衛,43.8,1606.0,220.0,31.64,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-09-09,高雄市鹽埕區公園二路１８５號四樓之７,住宅大樓(11層含以上有電梯),四層,十五層,2房2廳1衛,21.79,799.0,0.0,36.67,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-08-29,高雄市鹽埕區公園二路１８５號三樓之７,住宅大樓(11層含以上有電梯),三層,十五層,2房2廳1衛,21.79,794.0,0.0,36.44,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-08-08,高雄市鹽埕區公園二路１８５號五樓之６,住宅大樓(11層含以上有電梯),五層,十五層,3房2廳2衛,28.62,1044.0,0.0,36.48,否,,,所有權移轉指定登記配偶預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),仁武區,2022-08-03,高雄市仁武區京吉三路１９號,住宅大樓(11層含以上有電梯),一層，見其他登記事項,十五層,0房0廳0衛,41.39,1991.0,200.0,43.27,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-07-15,高雄市鹽埕區公園二路１８５號十樓之２,住宅大樓(11層含以上有電梯),十層,十五層,2房2廳1衛,22.63,961.0,0.0,42.47,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-07-17,高雄市鹽埕區公園二路１８５號六樓之６,住宅大樓(11層含以上有電梯),六層,十五層,3房2廳2衛,33.31,1188.0,130.0,31.76,是,坡道機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-07-09,高雄市鹽埕區公園二路１８５號十五樓之５,住宅大樓(11層含以上有電梯),十五層,十五層,3房2廳2衛,43.8,1654.0,220.0,32.74,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-07-11,高雄市左營區博愛四路２５５號四樓之９,住宅大樓(11層含以上有電梯),四層,三十四層,2房1廳1衛,23.97,880.0,0.0,36.71,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-07-11,高雄市左營區博愛四路２６１號四樓之９,住宅大樓(11層含以上有電梯),四層,三十四層,2房1廳1衛,23.97,880.0,0.0,36.71,否,,,讓渡日期：114/10/17，讓渡金額：880萬預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-06-30,高雄市鹽埕區公園二路１８５號十五樓之１,住宅大樓(11層含以上有電梯),十五層,十五層,2房2廳1衛,47.53,1802.0,200.0,33.71,是,坡道平面,,不動產預定買賣權利讓渡預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-06-17,高雄市鹽埕區公園二路１８５號九樓之６,住宅大樓(11層含以上有電梯),九層,十五層,3房2廳2衛,33.31,1293.0,120.0,35.21,是,坡道機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-06-19,高雄市鹽埕區公園二路１８５號十樓之６,住宅大樓(11層含以上有電梯),十層,十五層,3房2廳2衛,33.31,1317.0,130.0,35.63,是,坡道機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-06-29,高雄市鹽埕區公園二路１８５號十一樓之６,住宅大樓(11層含以上有電梯),十一層,十五層,3房2廳2衛,33.31,1341.0,140.0,36.06,是,坡道機械,,所有權移轉指定登記配偶預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-06-19,高雄市鹽埕區公園二路１８５號五樓之７,住宅大樓(11層含以上有電梯),五層,十五層,2房2廳1衛,21.79,805.0,0.0,36.94,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鹽埕區,2022-06-17,高雄市鹽埕區公園二路１８５號六樓之７,住宅大樓(11層含以上有電梯),六層,十五層,2房2廳1衛,21.79,816.0,0.0,37.45,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-06-14,高雄市左營區博愛四路２５５號九樓之７,住宅大樓(11層含以上有電梯),九層,三十四層,2房1廳1衛,25.95,920.0,0.0,35.45,否,,,1第一次讓渡日期：114/3/24  2第二次讓渡日期：114/10/3，讓渡金額：920萬  3第三次讓渡日期：114/10/21，讓渡金額：920萬預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-06-30,高雄市左營區博愛四路２６１號三十四樓之９,住宅大樓(11層含以上有電梯),三十四層,三十四層,2房1廳1衛,26.49,1081.0,122.0,36.2,是,坡道機械,,讓渡日期：114/12/5，讓渡金額：1081萬預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2022-05-25,高雄市前鎮區瑞隆路５９１號四樓之２,住宅大樓(11層含以上有電梯),四層,十五層,2房1廳1衛,24.57,736.0,0.0,29.96,否,,,本案簽約時買方另有指定登記名義人。預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-05-19,高雄市左營區大中二路７１１巷８號十一樓之３,住宅大樓(11層含以上有電梯),十一層,十五層,1房1廳1衛,15.63,520.0,0.0,33.27,否,,,本案有轉售，依讓與人和受讓人送交開遠建設有限公司之同意書第二條，讓與人收取轉讓手續費新台幣5200元整。預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),鼓山區,2022-04-17,高雄市鼓山區文信路３０６號十八樓,住宅大樓(11層含以上有電梯),十八層,二十九層,1房1廳2衛,30.58,1235.0,120.0,36.46,是,坡道機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),苓雅區,2022-04-18,高雄市苓雅區三多四路６２號九樓之６,住宅大樓(11層含以上有電梯),九層,二十八層,2房2廳2衛,30.05,1168.0,0.0,38.87,否,,,讓渡日期：113/08/02預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-04-13,高雄市左營區博愛四路２５５號十樓之５,住宅大樓(11層含以上有電梯),十層,三十四層,2房1廳1衛,32.74,1210.0,239.0,29.66,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-04-06,高雄市左營區博愛四路２６１號三樓之９,住宅大樓(11層含以上有電梯),三層,三十四層,2房1廳1衛,23.38,850.0,0.0,36.36,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-04-27,高雄市左營區博愛四路２６１號二十四樓之９,住宅大樓(11層含以上有電梯),二十四層,三十四層,2房1廳1衛,36.14,1399.0,258.0,31.57,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-03-07,高雄市左營區博愛四路２６１號十二樓之７,住宅大樓(11層含以上有電梯),十二層,三十四層,2房1廳1衛,25.95,915.0,0.0,35.26,否,,,讓渡日期：113/3/4預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-03-07,高雄市左營區博愛四路２６１號十一樓之８,住宅大樓(11層含以上有電梯),十一層,三十四層,2房1廳1衛,28.54,1027.0,122.0,31.71,是,坡道機械,,讓渡日期：113/5/10預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2022-02-05,高雄市前鎮區瑞隆路５９１號二樓之１０,住宅大樓(11層含以上有電梯),二層,十五層,1房1廳1衛,21.58,599.0,0.0,27.76,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-02-25,高雄市左營區博愛四路２５５號三十樓之９,住宅大樓(11層含以上有電梯),三十層,三十四層,2房1廳1衛,30.99,1156.0,212.0,30.46,是,坡道平面,,讓渡日期：114/3/14預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2022-01-30,高雄市前鎮區瑞隆路５９１號二樓之１３,住宅大樓(11層含以上有電梯),二層,十五層,2房1廳1衛,25.08,703.0,0.0,28.03,否,,,
買賣(含新成屋/中古),前鎮區,2022-01-16,高雄市前鎮區瑞隆路５９１號四樓之９,住宅大樓(11層含以上有電梯),四層,十五層,3房2廳2衛,37.8,1070.0,160.0,24.07,是,升降機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-01-18,高雄市左營區博愛四路２５５號三十四樓之８,住宅大樓(11層含以上有電梯),三十四層,三十四層,2房1廳1衛,32.56,1200.0,239.0,29.51,是,坡道平面,,讓渡日期：111/3/22預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-01-03,高雄市左營區博愛四路２６１號十六樓之３,住宅大樓(11層含以上有電梯),十六層,三十四層,2房1廳1衛,27.39,1095.0,158.0,34.21,是,坡道機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2022-01-03,高雄市左營區博愛四路２６１號二十三樓之６,住宅大樓(11層含以上有電梯),二十三層,三十四層,3房1廳2衛,42.34,1553.0,239.0,31.03,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-07,高雄市前鎮區瑞隆路５９１號六樓之１２,住宅大樓(11層含以上有電梯),六層,十五層,2房1廳1衛,28.07,707.0,120.0,20.91,是,其他,,113年10月21日買賣讓渡，讓渡金額:707萬元整預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-10,高雄市前鎮區瑞隆路５９１號九樓之１２,住宅大樓(11層含以上有電梯),九層,十五層,2房1廳1衛,28.07,713.0,120.0,21.13,是,升降機械,,112年03月10日由買賣讓渡，讓渡金額:713萬元整預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-03,高雄市前鎮區瑞隆路５９１號十四樓之７,住宅大樓(11層含以上有電梯),十四層,十五層,2房1廳1衛,31.61,827.0,205.0,19.68,是,坡道平面,,114年01月14日買賣讓渡予，讓渡金額:840萬元整預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-10,高雄市前鎮區瑞隆路５９１號十五樓之５,住宅大樓(11層含以上有電梯),十五層,十五層,1房1廳1衛,20.69,564.0,0.0,27.26,否,,,114年02月12日買賣讓渡予，讓渡金額:633萬元整預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-22,高雄市前鎮區瑞隆路５９１號七樓之１１,住宅大樓(11層含以上有電梯),七層,十五層,1房1廳1衛,21.64,528.0,0.0,24.4,否,,,112年01月18日買賣讓渡予，讓渡金額:528萬元整預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-12,高雄市前鎮區瑞隆路５９１號五樓之５,住宅大樓(11層含以上有電梯),五層,十五層,1房1廳1衛,20.69,542.0,0.0,26.2,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-03,高雄市前鎮區瑞隆路５９１號九樓之７,住宅大樓(11層含以上有電梯),九層,十五層,2房1廳1衛,27.72,745.0,135.0,22.01,是,升降機械,,114年05月23日買賣讓渡予，讓渡金額:745萬元整預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-19,高雄市前鎮區瑞隆路５９１號十樓之６,住宅大樓(11層含以上有電梯),十層,十五層,3房2廳2衛,37.89,1150.0,160.0,26.13,是,升降機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-04,高雄市前鎮區瑞隆路５９１號七樓之７,住宅大樓(11層含以上有電梯),七層,十五層,2房1廳1衛,27.72,736.0,120.0,22.22,是,升降機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-01,高雄市前鎮區瑞隆路５９１號十三樓之１２,住宅大樓(11層含以上有電梯),十三層,十五層,2房1廳1衛,28.07,723.0,120.0,21.48,是,升降機械,,113年12月03日買賣讓渡予，讓渡金額:723萬元整預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-31,高雄市前鎮區瑞隆路５９１號十四樓之５,住宅大樓(11層含以上有電梯),十四層,十五層,1房1廳1衛,20.69,626.0,0.0,30.26,否,,,本案簽約時買方另有指定登記名義人。預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-03,高雄市前鎮區瑞隆路５９１號十三樓之８,住宅大樓(11層含以上有電梯),十三層,十五層,2房1廳1衛,27.72,769.0,150.0,22.33,是,升降機械,,本案簽約時買方另有指定登記名義人。預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-03,高雄市前鎮區瑞隆路５９１號十四樓之８,住宅大樓(11層含以上有電梯),十四層,十五層,2房1廳1衛,31.61,827.0,205.0,19.68,是,坡道平面,,本案簽約時買方另有指定登記名義人。預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),前鎮區,2021-12-03,高雄市前鎮區瑞隆路５９１號十樓之２,住宅大樓(11層含以上有電梯),十層,十五層,2房1廳1衛,29.11,761.0,135.0,21.5,是,升降機械,,本案簽約時買方另有指定登記名義人。預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號二十一樓之１,住宅大樓(11層含以上有電梯),二十一層,三十四層,3房1廳2衛,43.57,1509.0,189.0,30.3,是,坡道平面,,1第一次讓渡日期：113/6/27，讓渡金額：1650萬  2第二次讓渡日期：114/3/31預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-20,高雄市左營區博愛四路２５５號二十四樓之３,住宅大樓(11層含以上有電梯),二十四層,三十四層,2房1廳1衛,27.39,1035.0,138.0,32.75,是,坡道機械,,1第一次讓渡日期：111/6/2 2第二次讓渡，讓渡金額：1045萬，建設公司讓渡日期：114/4/11，買賣雙方讓渡日期：114/2/28預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-09,高雄市左營區博愛四路２５５號三樓之６,住宅大樓(11層含以上有電梯),三層,三十四層,3房1廳2衛,42.08,1234.0,154.0,25.67,是,坡道平面,,1第一次讓渡日期：110/12/27  2第二次讓渡日期：113/12/26，讓渡金額：1300萬預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-09,高雄市左營區博愛四路２５５號二十一樓之６,住宅大樓(11層含以上有電梯),二十一層,三十四層,3房1廳2衛,42.83,1326.0,174.0,26.9,是,坡道平面,,建設公司讓渡日期：111/2/10，買賣雙方讓渡日期：110/12/13，讓渡金額：1476萬預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號十九樓之８,住宅大樓(11層含以上有電梯),十九層,三十四層,2房1廳1衛,25.79,815.0,0.0,31.6,否,,,讓渡日期：111/5/10預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-07,高雄市左營區博愛四路２５５號八樓之１０,住宅大樓(11層含以上有電梯),八層,三十四層,2房1廳1衛,24.42,729.0,0.0,29.85,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-08,高雄市左營區博愛四路２５５號十二樓之１０,住宅大樓(11層含以上有電梯),十二層,三十四層,2房1廳1衛,24.19,738.0,0.0,30.51,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-20,高雄市左營區博愛四路２６１號六樓之２,住宅大樓(11層含以上有電梯),六層,三十四層,3房1廳2衛,44.79,1481.0,188.0,28.87,是,坡道平面,,1第一次讓渡日期：112/2/7 2第二次讓渡日期：113/5/24預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-10,高雄市左營區博愛四路２６１號二十八樓之３,住宅大樓(11層含以上有電梯),二十八層,三十四層,2房1廳1衛,30.79,1035.0,174.0,27.96,是,坡道平面,,讓渡日期：111/12/30預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號二十四樓之１,住宅大樓(11層含以上有電梯),二十四層,三十四層,3房1廳2衛,43.57,1530.0,199.0,30.55,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號十八樓之１,住宅大樓(11層含以上有電梯),十八層,三十四層,3房1廳2衛,43.0,1498.0,189.0,30.44,是,坡道平面,,讓渡日期：112/7/14預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-10,高雄市左營區博愛四路２５５號十六樓之２,住宅大樓(11層含以上有電梯),十六層,三十四層,3房1廳2衛,43.71,1515.0,189.0,30.34,是,坡道平面,,讓渡日期：111/10/19預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號三十樓之５,住宅大樓(11層含以上有電梯),三十層,三十四層,2房1廳1衛,32.74,1076.0,174.0,27.55,是,坡道平面,,讓渡日期：113/2/6預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-13,高雄市左營區博愛四路２５５號十一樓之７,住宅大樓(11層含以上有電梯),十一層,三十四層,2房1廳1衛,25.95,801.0,0.0,30.87,否,,,讓渡日期：111/5/12預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-08,高雄市左營區博愛四路２５５號三十二樓之８,住宅大樓(11層含以上有電梯),三十二層,三十四層,2房1廳1衛,26.03,908.0,0.0,34.88,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-13,高雄市左營區博愛四路２５５號二十樓之９,住宅大樓(11層含以上有電梯),二十層,三十四層,2房1廳1衛,24.02,811.0,0.0,33.76,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-16,高雄市左營區博愛四路２６１號三十樓之２,住宅大樓(11層含以上有電梯),三十層,三十四層,3房1廳2衛,43.98,1566.0,204.0,30.97,是,坡道平面,,1第一次讓渡，讓渡金額1610萬，建設公司讓渡日期：112/7/5，買賣雙方讓渡日期：112/6/212第二次讓渡日期：114/4/16預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２６１號六樓之５,住宅大樓(11層含以上有電梯),六層,三十四層,2房1廳1衛,26.02,863.0,0.0,33.17,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２６１號十樓之５,住宅大樓(11層含以上有電梯),十層,三十四層,2房1廳1衛,32.74,1023.0,164.0,26.24,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-01,高雄市左營區博愛四路２６１號十一樓之５,住宅大樓(11層含以上有電梯),十一層,三十四層,2房1廳1衛,32.74,1030.0,164.0,26.45,是,坡道平面,,建設公司讓渡日期：111/3/2，買賣雙方讓渡日期：111/1/19，讓渡金額：1080萬預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２６１號十七樓之５,住宅大樓(11層含以上有電梯),十七層,三十四層,2房1廳1衛,32.17,1054.0,159.0,27.82,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-09,高雄市左營區博愛四路２６１號三十四樓之５,住宅大樓(11層含以上有電梯),三十四層,三十四層,2房1廳1衛,32.8,1100.0,174.0,28.23,是,坡道平面,,讓渡日期：114/2/12預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２６１號六樓之６,住宅大樓(11層含以上有電梯),六層,三十四層,3房1廳2衛,42.09,1240.0,154.0,25.8,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-20,高雄市左營區博愛四路２６１號七樓之６,住宅大樓(11層含以上有電梯),七層,三十四層,3房1廳2衛,42.81,1254.0,164.0,25.46,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-09,高雄市左營區博愛四路２６１號十二樓之６,住宅大樓(11層含以上有電梯),十二層,三十四層,3房1廳2衛,42.91,1293.0,174.0,26.08,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-09,高雄市左營區博愛四路２６１號二十六樓之６,住宅大樓(11層含以上有電梯),二十六層,三十四層,3房1廳2衛,42.91,1344.0,174.0,27.27,是,坡道平面,,1第一次讓渡，讓渡金額：1450萬，建設公司讓渡日期：111/5/4，買賣雙方讓渡日期：111/4/30 2第二次讓渡日期：114/2/12預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-01,高雄市左營區博愛四路２６１號三十四樓之６,住宅大樓(11層含以上有電梯),三十四層,三十四層,3房1廳2衛,42.84,1379.0,184.0,27.89,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２６１號三十三樓之７,住宅大樓(11層含以上有電梯),三十三層,三十四層,2房1廳1衛,32.67,1023.0,164.0,26.29,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-08,高雄市左營區博愛四路２６１號六樓之８,住宅大樓(11層含以上有電梯),六層,三十四層,2房1廳1衛,26.07,792.0,0.0,30.38,否,,,讓渡日期：111/5/18預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２６１號九樓之９,住宅大樓(11層含以上有電梯),九層,三十四層,2房1廳1衛,23.01,748.0,0.0,32.51,否,,,讓渡日期：114/2/27預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-08,高雄市左營區博愛四路２５５號十八樓之５,住宅大樓(11層含以上有電梯),十八層,三十四層,2房1廳1衛,32.74,1055.0,183.0,26.63,是,坡道平面,,讓渡日期：111/3/17預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-10,高雄市左營區博愛四路２５５號三十樓之１,住宅大樓(11層含以上有電梯),三十層,三十四層,3房1廳2衛,43.57,1537.0,189.0,30.94,是,坡道平面,,1第一次讓渡日期：111/6/8   2第二次讓渡日期：114/3/21預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號九樓之２,住宅大樓(11層含以上有電梯),九層,三十四層,3房1廳2衛,43.42,1473.0,189.0,29.57,是,坡道平面,,讓渡日期：111/3/11預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號六樓之３,住宅大樓(11層含以上有電梯),六層,三十四層,2房1廳1衛,27.95,888.0,77.0,29.02,是,坡道機械,,讓渡日期：111/1/5預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-06,高雄市左營區博愛四路２５５號二十七樓之３,住宅大樓(11層含以上有電梯),二十七層,三十四層,2房1廳1衛,27.39,925.0,77.0,30.96,是,坡道機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-13,高雄市左營區博愛四路２５５號三十樓之３,住宅大樓(11層含以上有電梯),三十層,三十四層,2房1廳1衛,27.39,966.0,113.0,31.14,是,坡道機械,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-01,高雄市左營區博愛四路２５５號十五樓之５,住宅大樓(11層含以上有電梯),十五層,三十四層,2房1廳1衛,32.74,1028.0,164.0,26.39,是,坡道平面,,讓渡日期：111/3/18預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-10,高雄市左營區博愛四路２５５號二十八樓之５,住宅大樓(11層含以上有電梯),二十八層,三十四層,2房1廳1衛,32.74,1072.0,174.0,27.43,是,坡道平面,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-01,高雄市左營區博愛四路２５５號六樓之７,住宅大樓(11層含以上有電梯),六層,三十四層,2房1廳1衛,25.95,788.0,0.0,30.37,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-20,高雄市左營區博愛四路２５５號二十七樓之８,住宅大樓(11層含以上有電梯),二十七層,三十四層,2房1廳1衛,25.79,836.0,0.0,32.42,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-07,高雄市左營區博愛四路２５５號三樓之９,住宅大樓(11層含以上有電梯),三層,三十四層,2房1廳1衛,23.38,796.0,0.0,34.05,否,,,預售屋、或土地及建物分件登記案件；
買賣(含新成屋/中古),左營區,2021-12-08,高雄市左營區博愛四路２６１號二十九樓之１,住宅大樓(11層含以上有電梯),二十九層,三十四層,3房1廳2衛,43.58,1549.0,199.0,30.98,是,坡道平面,,讓渡日期：113/3/22預售屋、或土地及建物分件登記案件；
